강의번호,강의명,강의실,담당교수,정원,이수구분,영역,학년,학과ID,학점,현재인원
10129,작업치료학개론,1308,,30,,비영역과목,전체학년,,3,0
12985,의료과학개론,1701,,30,,비영역과목,전체학년,,3,0
10550,전통음악,7107,,30,,비영역과목,전체학년,,3,0
10656,생명과학실험,5501,,30,,비영역과목,전체학년,,1,0
13201,청소년교육론,7413,,30,,비영역과목,전체학년,,3,0
10048,의학용어,1209,,30,,비영역과목,전체학년,,2,0
10049,의학용어,1209,,30,,비영역과목,전체학년,,2,0
11075,금융분석의기초,U428,,30,,비영역과목,전체학년,,3,0
10747,엑셀통계,U1208,,30,,비영역과목,전체학년,,3,0
10748,엑셀통계,U1208,,30,,비영역과목,전체학년,,3,0
10768,식품영양기초실험,3430,,30,,비영역과목,전체학년,,2,0
12065,스포츠전공영어,5303,,30,,비영역과목,전체학년,,2,0
10824,하계스포츠,G305,,30,,비영역과목,전체학년,,1,0
11159,하계스포츠,G302,,30,,비영역과목,전체학년,,2,0
12066,하계스포츠,G202,,30,,비영역과목,전체학년,,1,0
10578,경영학총론,1522,,30,,비영역과목,전체학년,,3,0
12067,체육철학,G202,,30,,비영역과목,전체학년,,2,0
10966,프로그래밍1,B103,,30,,비영역과목,전체학년,,2,0
10977,프로그래밍1,B103,,30,,비영역과목,전체학년,,2,0
12481,뉴스포츠1,X008,,30,,비영역과목,전체학년,,1,0
10825,스포츠의학개론,G305,,30,,비영역과목,전체학년,,2,0
10050,다문화사회의이해,1209,,30,,비영역과목,전체학년,,2,0
12663,외국어로서의한국어듣기,BI205,,30,,비영역과목,전체학년,,3,0
12664,외국어로서의한국어듣기,BI102,,30,,비영역과목,전체학년,,3,0
12665,외국어로서의한국어듣기,BI203,,30,,비영역과목,전체학년,,3,0
12666,외국어로서의한국어듣기,2109,,30,,비영역과목,전체학년,,3,0
12667,외국어로서의한국어듣기,2109,,30,,비영역과목,전체학년,,3,0
12668,외국어로서의한국어듣기,BI204,,30,,비영역과목,전체학년,,3,0
12670,외국어로서의한국어발표,BI102,,30,,비영역과목,전체학년,,3,0
12671,외국어로서의한국어발표,BI203,,30,,비영역과목,전체학년,,3,0
12672,외국어로서의한국어발표,BI203,,30,,비영역과목,전체학년,,3,0
12673,외국어로서의한국어발표,BI204,,30,,비영역과목,전체학년,,3,0
12674,외국어로서의한국어발표,BI206,,30,,비영역과목,전체학년,,3,0
12675,외국어로서의한국어발표,BI208,,30,,비영역과목,전체학년,,3,0
12676,외국어로서의한국어강독,BI202,,30,,비영역과목,전체학년,,3,0
12677,외국어로서의한국어강독,BI204,,30,,비영역과목,전체학년,,3,0
12678,외국어로서의한국어강독,BI208,,30,,비영역과목,전체학년,,3,0
12679,외국어로서의한국어강독,BI207,,30,,비영역과목,전체학년,,3,0
12680,외국어로서의한국어강독,BI206,,30,,비영역과목,전체학년,,3,0
12681,외국어로서의한국어강독,BI102,,30,,비영역과목,전체학년,,3,0
12682,외국어로서의한국어작문,BI208,,30,,비영역과목,전체학년,,3,0
12683,외국어로서의한국어작문,BI205,,30,,비영역과목,전체학년,,3,0
12684,외국어로서의한국어작문,BI202,,30,,비영역과목,전체학년,,3,0
12685,외국어로서의한국어작문,BI203,,30,,비영역과목,전체학년,,3,0
12686,외국어로서의한국어작문,U226,,30,,비영역과목,전체학년,,3,0
12687,외국어로서의한국어작문,BI102,,30,,비영역과목,전체학년,,3,0
10471,정보보호개론,9426,,30,,비영역과목,전체학년,,3,0
10066,생명공학개론,3329,,30,,비영역과목,전체학년,,3,0
11662,의료IT개론,1502,,30,,비영역과목,전체학년,,3,0
12629,무역학원론,U519,,30,,비영역과목,전체학년,,3,0
12630,무역학원론,U519,,30,,비영역과목,전체학년,,3,0
10749,금융보험기초,U521,,30,,비영역과목,전체학년,,3,0
12341,법학영어1,U309,,30,,비영역과목,전체학년,,3,0
12770,기계공학개론,6201,,30,,비영역과목,전체학년,,2,0
11748,건축설계Ⅰ,,,30,,비영역과목,전체학년,,4,0
11749,건축설계Ⅰ,,,30,,비영역과목,전체학년,,4,0
11750,건축설계Ⅰ,,,30,,비영역과목,전체학년,,4,0
10109,심리학개론,U303,,30,,비영역과목,전체학년,,3,0
10110,정부학개론,U402,,30,,비영역과목,전체학년,,3,0
10880,공학입문설계,M217,,30,,비영역과목,전체학년,,3,0
10597,일반화학실험1,A9222,,30,,비영역과목,전체학년,,1,0
13311,일반화학실험1,A9222,,30,,비영역과목,전체학년,,1,0
11588,경찰의이해,U324,,30,,비영역과목,전체학년,,2,0
12134,전기전자공학개론1,M404,,30,,비영역과목,전체학년,,3,0
10881,컴퓨터프로그래밍실습설계1,M217,,30,,비영역과목,전체학년,,2,0
10882,컴퓨터프로그래밍실습설계1,M217,,30,,비영역과목,전체학년,,2,0
12539,경영학개론,U509,,30,,비영역과목,전체학년,,3,0
12542,회계원리,U509,,30,,비영역과목,전체학년,,3,0
12527,경영학개론,U626,,30,,비영역과목,전체학년,,3,0
12560,경영학개론,U626,,30,,비영역과목,전체학년,,3,0
11076,경제금융데이터와통계실습,U428,,30,,비영역과목,전체학년,,3,0
11045,일반화학,3502,,30,,비영역과목,전체학년,,3,0
10552,아동권리와복지,6422,,30,,비영역과목,전체학년,,3,0
10663,마케팅원론,U501,,30,,비영역과목,전체학년,,3,0
10664,마케팅원론,U501,,30,,비영역과목,전체학년,,3,0
10750,프로그래밍기초,U1208,,30,,비영역과목,전체학년,,3,0
10751,프로그래밍기초,U1208,,30,,비영역과목,전체학년,,3,0
11809,대학한국어,BI206,,30,,비영역과목,전체학년,,3,0
11810,문어텍스트읽기,BI207,,30,,비영역과목,전체학년,,3,0
11813,매체를활용한한국어듣기1,BI101,,30,,비영역과목,전체학년,,3,0
11816,한국문화의이해,U611,,30,,비영역과목,전체학년,,3,0
11373,프로그래밍기초,M610,,30,,비영역과목,전체학년,,3,0
11374,프로그램기초Lab,M615,,30,,비영역과목,전체학년,,1,0
11375,프로그램기초Lab,M615,,30,,비영역과목,전체학년,,1,0
11376,컴퓨팅이해,M610,,30,,비영역과목,전체학년,,3,0
12989,일반생물학실험,1302,,30,,비영역과목,전체학년,,1,0
10063,공학수학1,ML618/ML607,,30,,비영역과목,전체학년,,3,0
11407,소프트웨어입문,ML605,,30,,비영역과목,전체학년,,3,0
11408,소프트웨어입문실습,ML605,,30,,비영역과목,전체학년,,1,0
11409,기계공학개론,ML618,,30,,비영역과목,전체학년,,3,0
12422,기계공학개론,B124,,30,,비영역과목,전체학년,,3,0
12771,전기전자공학개론,6412,,30,,비영역과목,전체학년,,2,0
11231,문화콘텐츠의이해,ML326,,30,,비영역과목,전체학년,,3,0
11230,한국문화의이해,ML325,,30,,비영역과목,전체학년,,3,0
12724,글로벌문화의이해,U1210,,30,,비영역과목,전체학년,,3,0
12725,문화산업과문화콘텐츠,U1210,,30,,비영역과목,전체학년,,3,0
11636,미국학말하기,ML426,,30,,비영역과목,전체학년,,2,0
11637,미국학말하기,ML424,,30,,비영역과목,전체학년,,2,0
11641,영국문학사,ML419,,30,,비영역과목,전체학년,,3,0
12477,PR개론,U113,,30,,비영역과목,전체학년,,3,0
12478,PR개론,U113,,30,,비영역과목,전체학년,,3,0
11753,디지털프로덕션기초실습,U205,,30,,비영역과목,전체학년,,3,0
12518,디지털프로덕션기초실습,U205,,30,,비영역과목,전체학년,,3,0
11052,캐릭터디자인,H520,,30,,비영역과목,전체학년,,2,0
12656,미적분학,ML314,,30,,비영역과목,전체학년,,3,0
12973,파이썬프로그래밍,ML416,,30,,비영역과목,전체학년,,3,0
12567,확률과통계,6205,,30,,비영역과목,전체학년,,3,0
12992,IoT개론,ML415/ML416,,30,,비영역과목,전체학년,,3,0
13049,창의공학설계,ML416,,30,,비영역과목,전체학년,,3,0
11273,자동차물리학,ML105,,30,,비영역과목,전체학년,,3,0
11274,스마트시스템의이해,ML105,,30,,비영역과목,전체학년,,2,0
10425,영상예술입문,H324,,30,,비영역과목,전체학년,,2,0
10428,영상기초표현,H512,,30,,비영역과목,전체학년,,2,0
10431,영상편집기초,H503,,30,,비영역과목,전체학년,,2,0
12712,대학화학1,ML514,,30,,비영역과목,전체학년,,3,0
13276,대학화학1,6118,,30,,비영역과목,전체학년,,3,0
12709,대학화학실험1,ML501,,30,,비영역과목,전체학년,,1,0
12710,대학화학실험1,ML501,,30,,비영역과목,전체학년,,1,0
13277,대학화학실험1,6312,,30,,비영역과목,전체학년,,1,0
13291,대학화학실험1,6312,,30,,비영역과목,전체학년,,1,0
12713,대학물리학1,ML514,,30,,비영역과목,전체학년,,3,0
12714,대학물리학실험1,ML513,,30,,비영역과목,전체학년,,1,0
12715,대학물리학실험1,ML513,,30,,비영역과목,전체학년,,1,0
13278,대학물리학실험1,6310,,30,,비영역과목,전체학년,,1,0
13292,대학물리학실험1,6310,,30,,비영역과목,전체학년,,1,0
10472,C프로그래밍,9425,,30,,비영역과목,전체학년,,3,0
11693,중국어듣기말하기1,2304,,30,,비영역과목,전체학년,,3,0
11694,중국어듣기말하기1,2301,,30,,비영역과목,전체학년,,3,0
11696,중국역사와문화,2208,,30,,비영역과목,전체학년,,3,0
12351,파이썬프로그래밍,M503,,30,,비영역과목,전체학년,,3,0
12363,파이썬프로그래밍,6125,,30,,비영역과목,전체학년,,3,0
13271,이야기만들기,ML205,,30,,MLS영역,전체학년,,2,0
12974,선형대수,ML415,,30,,비영역과목,전체학년,,3,0
11275,이산수학,ML105,,30,,비영역과목,전체학년,,3,0
12353,웹프로그래밍,M503,,30,,비영역과목,전체학년,,3,0
10432,무대디자인기초,H411,,30,,비영역과목,전체학년,,2,0
12850,화학물질관리,6412,,30,,비영역과목,전체학년,,2,0
12716,신재생에너지개론,ML514,,30,,비영역과목,전체학년,,3,0
10309,질병예방과건강증진,,,30,,비영역과목,전체학년,,3.5,0
11377,컴퓨터영어1,M619,,30,,비영역과목,전체학년,,1,0
11378,컴퓨터영어1,M619,,30,,비영역과목,전체학년,,1,0
11379,컴퓨터영어1,M619,,30,,비영역과목,전체학년,,1,0
11514,특수교육학,7312,,30,,비영역과목,전체학년,,3,0
11515,특수교육교육과정론,7210,,30,,비영역과목,전체학년,,3,0
11232,스토리텔링과현대소설,ML325,,30,,비영역과목,전체학년,,3,0
11756,미디어리터러시1,U113,,30,,비영역과목,전체학년,,3,0
11772,건축과사회,B223,,30,,비영역과목,전체학년,,3,0
12969,데이터과학입문,X018,,30,,비영역과목,전체학년,,3,0
12657,미적분학연습,ML314,,30,,비영역과목,전체학년,,1,0
13230,미적분학연습,ML314,,30,,비영역과목,전체학년,,1,0
11276,공학설계,ML105,,30,,비영역과목,전체학년,,3,0
12829,스마트모빌리티개론,6111,,30,,비영역과목,전체학년,,2,0
10153,사회복지와인권,U406,,30,,비영역과목,전체학년,,3,0
10157,글쓰기,U638,,30,,비영역과목,전체학년,,2,0
10158,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10159,글쓰기,U629,,30,,비영역과목,전체학년,,2,0
10160,글쓰기,U634,,30,,비영역과목,전체학년,,2,0
10161,글쓰기,U638,,30,,비영역과목,전체학년,,2,0
10162,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10163,글쓰기,U629,,30,,비영역과목,전체학년,,2,0
10164,글쓰기,U634,,30,,비영역과목,전체학년,,2,0
10165,글쓰기,U629,,30,,비영역과목,전체학년,,2,0
10166,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10167,글쓰기,U634,,30,,비영역과목,전체학년,,2,0
10168,글쓰기,U629,,30,,비영역과목,전체학년,,2,0
10169,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10170,글쓰기,U638,,30,,비영역과목,전체학년,,2,0
10171,글쓰기,U634,,30,,비영역과목,전체학년,,2,0
10172,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10173,글쓰기,U638,,30,,비영역과목,전체학년,,2,0
10174,글쓰기,U634,,30,,비영역과목,전체학년,,2,0
10175,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10176,글쓰기,U638,,30,,비영역과목,전체학년,,2,0
10177,글쓰기,U634,,30,,비영역과목,전체학년,,2,0
10178,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10179,글쓰기,U634,,30,,비영역과목,전체학년,,2,0
10180,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10181,글쓰기,U634,,30,,비영역과목,전체학년,,2,0
10182,글쓰기,U638,,30,,비영역과목,전체학년,,2,0
10183,글쓰기,U634,,30,,비영역과목,전체학년,,2,0
10184,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10185,글쓰기,U638,,30,,비영역과목,전체학년,,2,0
10186,글쓰기,U634,,30,,비영역과목,전체학년,,2,0
10187,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10188,글쓰기,U629,,30,,비영역과목,전체학년,,2,0
10189,글쓰기,U638,,30,,비영역과목,전체학년,,2,0
10190,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10191,글쓰기,U638,,30,,비영역과목,전체학년,,2,0
10192,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10193,글쓰기,U638,,30,,비영역과목,전체학년,,2,0
10194,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10195,글쓰기,U634,,30,,비영역과목,전체학년,,2,0
10196,글쓰기,U638,,30,,비영역과목,전체학년,,2,0
10197,글쓰기,U634,,30,,비영역과목,전체학년,,2,0
10198,글쓰기,U629,,30,,비영역과목,전체학년,,2,0
10199,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10200,글쓰기,U629,,30,,비영역과목,전체학년,,2,0
10201,글쓰기,U629,,30,,비영역과목,전체학년,,2,0
10202,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10203,글쓰기,U638,,30,,비영역과목,전체학년,,2,0
10204,글쓰기,RC202,,30,,비영역과목,전체학년,,2,0
10205,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10206,글쓰기,U638,,30,,비영역과목,전체학년,,2,0
10207,글쓰기,U629,,30,,비영역과목,전체학년,,2,0
10208,글쓰기,U636,,30,,비영역과목,전체학년,,2,0
10826,웨이트트레이닝의이론과실제,G102,,30,,비영역과목,전체학년,,2,0
13257,웨이트트레이닝의이론과실제,G102,,30,,비영역과목,전체학년,,2,0
10658,의료커뮤니케이션,1208,,30,,비영역과목,전체학년,,2,0
10659,스마트진단검사학,1208,,30,,비영역과목,전체학년,,3,0
12726,방송산업과방송콘텐츠,U1210,,30,,비영역과목,전체학년,,3,0
10827,전공실기,G401,,30,,비영역과목,전체학년,,1,0
12772,스마트의사소통능력,6129,,30,,비영역과목,전체학년,,3,0
12830,스마트의사소통능력,6129,,30,,비영역과목,전체학년,,3,0
12851,스마트의사소통능력,6129,,30,,비영역과목,전체학년,,3,0
12773,대학수학,6201,,30,,비영역과목,전체학년,,3,0
12831,대학수학,6412,,30,,비영역과목,전체학년,,3,0
12852,대학수학,6201,,30,,비영역과목,전체학년,,3,0
12774,대학물리학,6414,,30,,비영역과목,전체학년,,3,0
12833,대학물리학,6414,,30,,비영역과목,전체학년,,3,0
12853,대학물리학,6414,,30,,비영역과목,전체학년,,3,0
12775,IoT입문,6201,,30,,비영역과목,전체학년,,3,0
12834,IoT입문,6201,,30,,비영역과목,전체학년,,3,0
12854,IoT입문,6201,,30,,비영역과목,전체학년,,3,0
12835,대학화학실험,6501,,30,,비영역과목,전체학년,,2,0
12855,대학화학실험,9229,,30,,비영역과목,전체학년,,2,0
12591,인체생물학,1406,,30,,비영역과목,전체학년,,3,0
13186,인체생물학,1406,,30,,비영역과목,전체학년,,3,0
10111,행정영어,U402,,30,,비영역과목,전체학년,,3,0
12060,대내스포츠1,X008,,30,,비영역과목,전체학년,,1,0
11138,스포츠실무영어1,3124,,30,,비영역과목,전체학년,,2,0
12529,기업경영실무사례1,U626,,30,,비영역과목,전체학년,,3,0
12579,기업경영실무사례1,U626,,30,,비영역과목,전체학년,,3,0
12588,기업경영실무사례1,U626,,30,,비영역과목,전체학년,,3,0
12528,경영통계,U626,,30,,비영역과목,전체학년,,3,0
12561,경영통계,U626,,30,,비영역과목,전체학년,,3,0
12354,파이썬프로그래밍실습,M518,,30,,비영역과목,전체학년,,1,0
12355,파이썬프로그래밍실습,M518,,30,,비영역과목,전체학년,,1,0
13072,환경보건기초화학,3236,,30,,비영역과목,전체학년,,3,0
13218,구기스포츠,X008,,30,,비영역과목,전체학년,,2,0
12786,자기개발과전공탐색(M&M),6128,,30,,비영역과목,전체학년,,1,0
12787,자기개발과전공탐색(M&M),1209,,30,,비영역과목,전체학년,,1,0
12788,자기개발과전공탐색(M&M),3501,,30,,비영역과목,전체학년,,1,0
12789,자기개발과전공탐색(M&M),3223,,30,,비영역과목,전체학년,,1,0
12790,자기개발과전공탐색(M&M),3223,,30,,비영역과목,전체학년,,1,0
12791,자기개발과전공탐색(M&M),3236,,30,,비영역과목,전체학년,,1,0
12792,자기개발과전공탐색(M&M),3518,,30,,비영역과목,전체학년,,1,0
12793,자기개발과전공탐색(M&M),G202,,30,,비영역과목,전체학년,,1,0
12794,자기개발과전공탐색(M&M),G203,,30,,비영역과목,전체학년,,1,0
12795,자기개발과전공탐색(M&M),G305,,30,,비영역과목,전체학년,,1,0
12796,자기개발과전공탐색(M&M),7313,,30,,비영역과목,전체학년,,1,0
12797,자기개발과전공탐색(M&M),7210,,30,,비영역과목,전체학년,,1,0
12798,자기개발과전공탐색(M&M),7413,,30,,비영역과목,전체학년,,1,0
12799,자기개발과전공탐색(M&M),U426,,30,,비영역과목,전체학년,,1,0
12800,자기개발과전공탐색(M&M),U303,,30,,비영역과목,전체학년,,1,0
12801,자기개발과전공탐색(M&M),U324,,30,,비영역과목,전체학년,,1,0
12802,자기개발과전공탐색(M&M),U406,,30,,비영역과목,전체학년,,1,0
12803,자기개발과전공탐색(M&M),U111,,30,,비영역과목,전체학년,,1,0
12804,자기개발과전공탐색(M&M),U519,,30,,비영역과목,전체학년,,1,0
12805,자기개발과전공탐색(M&M),U210,,30,,비영역과목,전체학년,,1,0
12806,자기개발과전공탐색(M&M),U428,,30,,비영역과목,전체학년,,1,0
12807,자기개발과전공탐색(M&M),U521,,30,,비영역과목,전체학년,,1,0
12808,자기개발과전공탐색(M&M),U1214,,30,,비영역과목,전체학년,,1,0
12809,자기개발과전공탐색(M&M),U639,,30,,비영역과목,전체학년,,1,0
12810,자기개발과전공탐색(M&M),M610,,30,,비영역과목,전체학년,,1,0
12811,자기개발과전공탐색(M&M),M203,,30,,비영역과목,전체학년,,1,0
12812,자기개발과전공탐색(M&M),M102,,30,,비영역과목,전체학년,,1,0
12813,자기개발과전공탐색(M&M),M404,,30,,비영역과목,전체학년,,1,0
12814,자기개발과전공탐색(M&M),M303,,30,,비영역과목,전체학년,,1,0
12815,자기개발과전공탐색(M&M),9547,,30,,비영역과목,전체학년,,1,0
12816,자기개발과전공탐색(M&M),9543,,30,,비영역과목,전체학년,,1,0
12817,자기개발과전공탐색(M&M),9528,,30,,비영역과목,전체학년,,1,0
12818,자기개발과전공탐색(M&M),U620,,30,,비영역과목,전체학년,,1,0
12872,자기개발과전공탐색(M&M),U620,,30,,비영역과목,전체학년,,1,0
12873,자기개발과전공탐색(M&M),BI205,,30,,비영역과목,전체학년,,1,0
12874,자기개발과전공탐색(M&M),M503,,30,,비영역과목,전체학년,,1,0
12875,자기개발과전공탐색(M&M),9428,,30,,비영역과목,전체학년,,1,0
12876,자기개발과전공탐색(M&M),6111,,30,,비영역과목,전체학년,,1,0
12877,자기개발과전공탐색(M&M),1504,,30,,비영역과목,전체학년,,1,0
12878,자기개발과전공탐색(M&M),ML304,,30,,비영역과목,전체학년,,1,0
12879,자기개발과전공탐색(M&M),ML415,,30,,비영역과목,전체학년,,1,0
12880,자기개발과전공탐색(M&M),1522,,30,,비영역과목,전체학년,,1,0
12881,자기개발과전공탐색(M&M),1701,,30,,비영역과목,전체학년,,1,0
12882,자기개발과전공탐색(M&M),5501,,30,,비영역과목,전체학년,,1,0
12883,자기개발과전공탐색(M&M),1308,,30,,비영역과목,전체학년,,1,0
12884,자기개발과전공탐색(M&M),3234,,30,,비영역과목,전체학년,,1,0
12885,자기개발과전공탐색(M&M),ML607,,30,,비영역과목,전체학년,,1,0
12886,자기개발과전공탐색(M&M),ML326,,30,,비영역과목,전체학년,,1,0
12887,자기개발과전공탐색(M&M),ML424,,30,,비영역과목,전체학년,,1,0
12888,자기개발과전공탐색(M&M),ML425,,30,,비영역과목,전체학년,,1,0
12889,자기개발과전공탐색(M&M),2208,,30,,비영역과목,전체학년,,1,0
12890,자기개발과전공탐색(M&M),U205,,30,,비영역과목,전체학년,,1,0
12891,자기개발과전공탐색(M&M),B223,,30,,비영역과목,전체학년,,1,0
12892,자기개발과전공탐색(M&M),H316,,30,,비영역과목,전체학년,,1,0
12893,자기개발과전공탐색(M&M),ML105,,30,,비영역과목,전체학년,,1,0
12894,자기개발과전공탐색(M&M),ML525,,30,,비영역과목,전체학년,,1,0
12895,자기개발과전공탐색(M&M),H324,,30,,비영역과목,전체학년,,1,0
12896,자기개발과전공탐색(M&M),6120,,30,,비영역과목,전체학년,,1,0
12897,자기개발과전공탐색(M&M),6209,,30,,비영역과목,전체학년,,1,0
12898,자기개발과전공탐색(M&M),6341,,30,,비영역과목,전체학년,,1,0
10028,의과학연구1-1,6128,,30,,비영역과목,전체학년,,1,0
10029,일반화학과유기화학,1406,,30,,비영역과목,전체학년,,3,0
13188,일반화학과유기화학,1406,,30,,비영역과목,전체학년,,3,0
12776,대학화학,6412,,30,,비영역과목,전체학년,,3,0
12836,대학화학,6412,,30,,비영역과목,전체학년,,3,0
12856,대학화학,6412,,30,,비영역과목,전체학년,,3,0
13283,극장실습1,H411,,30,,비영역과목,전체학년,,1,0
12364,메타버스개론,6205,,30,,비영역과목,전체학년,,3,0
10147,컴퓨터게임과기술,6209,,30,,비영역과목,전체학년,,3,0
12543,시스템경영,U509,,30,,비영역과목,전체학년,,3,0
11225,3D디지털애니메이션기초,H319,,30,,비영역과목,전체학년,,3,0
11226,3D디지털애니메이션기초,H319,,30,,비영역과목,전체학년,,3,0
11227,인체드로잉,H512,,30,,비영역과목,전체학년,,2,0
12777,스마트디자인입문1,6201,,30,,비영역과목,전체학년,,2,0
12837,스마트디자인입문1,6111,,30,,비영역과목,전체학년,,2,0
12857,스마트디자인입문1,6412,,30,,비영역과목,전체학년,,2,0
10030,의학교육의이해,1403,,30,,비영역과목,전체학년,,2,0
13187,의학교육의이해,1403,,30,,비영역과목,전체학년,,2,0
10310,맨눈해부학및실습,,,30,,비영역과목,전체학년,,6.5,0
10311,세포와대사및실습,,,30,,비영역과목,전체학년,,4,0
10312,병리총론및실습,,,30,,비영역과목,전체학년,,2,0
10314,인체생리학및실습,,,30,,비영역과목,전체학년,,3.5,0
12250,현대실용영어,U606,,30,,비영역과목,전체학년,,2,0
12251,현대실용영어,RC214,,30,,비영역과목,전체학년,,2,0
12252,현대실용영어,U603,,30,,비영역과목,전체학년,,2,0
12253,현대실용영어,RC206,,30,,비영역과목,전체학년,,2,0
12254,현대실용영어,6506,,30,,비영역과목,전체학년,,2,0
12255,현대실용영어,6514,,30,,비영역과목,전체학년,,2,0
12256,현대실용영어,6511,,30,,비영역과목,전체학년,,2,0
12257,현대실용영어,RC213,,30,,비영역과목,전체학년,,2,0
12258,현대실용영어,U601,,30,,비영역과목,전체학년,,2,0
12259,현대실용영어,RC211,,30,,비영역과목,전체학년,,2,0
12260,현대실용영어,RC220,,30,,비영역과목,전체학년,,2,0
12261,현대실용영어,RC203,,30,,비영역과목,전체학년,,2,0
12262,현대실용영어,U629,,30,,비영역과목,전체학년,,2,0
12263,현대실용영어,RC204,,30,,비영역과목,전체학년,,2,0
12264,현대실용영어,RC206,,30,,비영역과목,전체학년,,2,0
12265,현대실용영어,RC205,,30,,비영역과목,전체학년,,2,0
12266,현대실용영어,RC211,,30,,비영역과목,전체학년,,2,0
12267,현대실용영어,RC212,,30,,비영역과목,전체학년,,2,0
12268,현대실용영어,RC213,,30,,비영역과목,전체학년,,2,0
12269,현대실용영어,U601,,30,,비영역과목,전체학년,,2,0
12270,현대실용영어,RC204,,30,,비영역과목,전체학년,,2,0
12272,현대실용영어,U626,,30,,비영역과목,전체학년,,2,0
12274,현대실용영어,U603,,30,,비영역과목,전체학년,,2,0
12275,현대실용영어,RC205,,30,,비영역과목,전체학년,,2,0
12276,현대실용영어,RC202,,30,,비영역과목,전체학년,,2,0
12406,현대실용영어,U601,,30,,비영역과목,전체학년,,2,0
12407,현대실용영어,RC214,,30,,비영역과목,전체학년,,2,0
12408,현대실용영어,RC205,,30,,비영역과목,전체학년,,2,0
12409,현대실용영어,RC211,,30,,비영역과목,전체학년,,2,0
12410,현대실용영어,RC214,,30,,비영역과목,전체학년,,2,0
12411,현대실용영어,RC213,,30,,비영역과목,전체학년,,2,0
12412,현대실용영어,RC212,,30,,비영역과목,전체학년,,2,0
12413,현대실용영어,RC211,,30,,비영역과목,전체학년,,2,0
12414,현대실용영어,RC203,,30,,비영역과목,전체학년,,2,0
12415,현대실용영어,U602,,30,,비영역과목,전체학년,,2,0
12416,현대실용영어,RC204,,30,,비영역과목,전체학년,,2,0
12417,현대실용영어,RC206,,30,,비영역과목,전체학년,,2,0
12418,현대실용영어,U602,,30,,비영역과목,전체학년,,2,0
12419,현대실용영어,RC203,,30,,비영역과목,전체학년,,2,0
12420,현대실용영어,RC203,,30,,비영역과목,전체학년,,2,0
12421,현대실용영어,RC220,,30,,비영역과목,전체학년,,2,0
12423,현대실용영어,RC220,,30,,비영역과목,전체학년,,2,0
12425,현대실용영어,U629,,30,,비영역과목,전체학년,,2,0
12427,현대실용영어,RC205,,30,,비영역과목,전체학년,,2,0
12428,현대실용영어,RC211,,30,,비영역과목,전체학년,,2,0
12429,현대실용영어,RC220,,30,,비영역과목,전체학년,,2,0
12430,현대실용영어,RC213,,30,,비영역과목,전체학년,,2,0
12431,현대실용영어,U602,,30,,비영역과목,전체학년,,2,0
12432,현대실용영어,RC206,,30,,비영역과목,전체학년,,2,0
12433,현대실용영어,U632,,30,,비영역과목,전체학년,,2,0
12434,현대실용영어,U601,,30,,비영역과목,전체학년,,2,0
12435,현대실용영어,RC307,,30,,비영역과목,전체학년,,2,0
12438,현대실용영어,RC203,,30,,비영역과목,전체학년,,2,0
12440,현대실용영어,2109,,30,,비영역과목,전체학년,,2,0
12441,현대실용영어,1403,,30,,비영역과목,전체학년,,2,0
12442,현대실용영어,5302,,30,,비영역과목,전체학년,,2,0
12443,현대실용영어,2109,,30,,비영역과목,전체학년,,2,0
12444,현대실용영어,1403,,30,,비영역과목,전체학년,,2,0
12445,현대실용영어,5302,,30,,비영역과목,전체학년,,2,0
12447,현대실용영어,2109,,30,,비영역과목,전체학년,,2,0
12448,현대실용영어,1403,,30,,비영역과목,전체학년,,2,0
12449,현대실용영어,5302,,30,,비영역과목,전체학년,,2,0
12456,현대실용영어,U632,,30,,비영역과목,전체학년,,2,0
12457,현대실용영어,U603,,30,,비영역과목,전체학년,,2,0
12483,현대실용영어,U626,,30,,비영역과목,전체학년,,2,0
11848,컴퓨터코딩과문제해결,U527,,30,,비영역과목,전체학년,,2,0
11849,컴퓨터코딩과문제해결,U527,,30,,비영역과목,전체학년,,2,0
11850,컴퓨터코딩과문제해결,6104,,30,,비영역과목,전체학년,,2,0
11851,컴퓨터코딩과문제해결,U527,,30,,비영역과목,전체학년,,2,0
11852,컴퓨터코딩과문제해결,U527,,30,,비영역과목,전체학년,,2,0
11853,컴퓨터코딩과문제해결,9115,,30,,비영역과목,전체학년,,2,0
11854,컴퓨터코딩과문제해결,9115,,30,,비영역과목,전체학년,,2,0
