강의번호,강의명,강의실,담당교수,정원,이수구분,영역,학년,학과ID,학점,현재인원
11679,시계열데이터처리및분석,1504,,30,,비영역과목,전체학년,,3,0
11528,중등특수사회과교육,7312,,30,,비영역과목,전체학년,,3,0
10119,NCS기초,U301,,30,,비영역과목,전체학년,,3,0
12870,여가학,G202,,30,,비영역과목,전체학년,,2,0
12508,디지털마케팅,U531,,30,,비영역과목,전체학년,,3,0
10506,산학캡스톤디자인1,9429,,30,,비영역과목,전체학년,,3,0
12530,기업경영실무사례5,U629,,30,,비영역과목,전체학년,,3,0
12534,기업경영실무사례5,U629,,30,,비영역과목,전체학년,,3,0
12540,기업경영실무사례5,U629,,30,,비영역과목,전체학년,,3,0
12562,기업경영실무사례5,U629,,30,,비영역과목,전체학년,,3,0
12590,기업경영실무사례5,U609,,30,,비영역과목,전체학년,,3,0
13305,전산열유체해석1,B124,,30,,비영역과목,전체학년,,3,0
12825,스마트팩토리공정실무 [학내가상],학내가상,,30,,비영역과목,전체학년,,3,0
12864,바이오화학제품제조 [학내가상],학내가상,,30,,비영역과목,전체학년,,3,0
12865,화학공정공학,6412,,30,,비영역과목,전체학년,,2,0
10271,사회복지지도감독론,6403,,30,,비영역과목,전체학년,,3,0
12405,한국현대소설읽기,BI204,,30,,비영역과목,전체학년,,3,0
11568,논문작성의실제,116,,30,,비영역과목,전체학년,,1,0
11569,논문작성의실제,117,,30,,비영역과목,전체학년,,1,0
12385,HCI프로그래밍,M520,,30,,비영역과목,전체학년,,3,0
11769,광고캠페인기획,U201,,30,,비영역과목,전체학년,,3,0
10454,영화제작워크숍3(캡스톤디자인),H324,,30,,비영역과목,전체학년,,2,0
10455,영화사운드디자인2,H518,,30,,비영역과목,전체학년,,2,0
10456,뮤지컬연구,H212,,30,,비영역과목,전체학년,,2,0
11287,자동차융합설계1(캡스톤디자인),ML103,,30,,비영역과목,전체학년,,3,0
10903,JAVA프로그래밍(캡스톤디자인),M203,,30,,비영역과목,전체학년,,3,0
13221,생활체조1,G401,,30,,비영역과목,전체학년,,1,0
12038,콘텐츠심화분석,ML324,,30,,비영역과목,전체학년,,3,0
10507,SW창업아이템설계,ML314,,30,,비영역과목,전체학년,,2,0
11681,SW창업아이템설계,1505,,30,,비영역과목,전체학년,,2,0
12694,SW창업아이템설계,ML314,,30,,비영역과목,전체학년,,2,0
13002,SW창업아이템설계,ML314,,30,,비영역과목,전체학년,,2,0
13270,SW창업아이템설계,ML314,,30,,비영역과목,전체학년,,2,0
11083,채권투자론,U410,,30,,비영역과목,전체학년,,3,0
11787,세법기초와부가가치세,U609,,30,,비영역과목,전체학년,,3,0
11788,옵션,U609,,30,,비영역과목,전체학년,,3,0
10733,임상미생물학실습1(캡스톤디자인),5501,,30,,비영역과목,전체학년,,1,0
12727,임상미생물학실습1(캡스톤디자인),5501,,30,,비영역과목,전체학년,,1,0
10734,진단혈액학및채혈실습(캡스톤디자인),1208,,30,,비영역과목,전체학년,,1,0
12729,진단혈액학및채혈실습(캡스톤디자인),1208,,30,,비영역과목,전체학년,,1,0
13298,임상화학실습1(캡스톤디자인),5502,,30,,비영역과목,전체학년,,1,0
13299,임상화학실습1(캡스톤디자인),5502,,30,,비영역과목,전체학년,,1,0
10632,능동선택모듈1,3438,,30,,비영역과목,전체학년,,1,0
12372,강화학습,6115,,30,,비영역과목,전체학년,,3,0
10922,전자회로1(캡스톤디자인),M203,,30,,비영역과목,전체학년,,3,0
12160,임베디드프로그래밍1(캡스톤디자인),M419,,30,,비영역과목,전체학년,,3,0
12161,임베디드프로그래밍1(캡스톤디자인),M419,,30,,비영역과목,전체학년,,3,0
10609,화학공학AI,9120,,30,,비영역과목,전체학년,,3,0
10993,지능기계실습설계1,B103,,30,,비영역과목,전체학년,,1,0
10994,지능기계실습설계1,B103,,30,,비영역과목,전체학년,,1,0
12847,친환경자동차공학,6414,,30,,비영역과목,전체학년,,3,0
12867,화합물특성분석,6412,,30,,비영역과목,전체학년,,2,0
10457,공연제작실습1(캡스톤디자인),H405,,30,,비영역과목,전체학년,,2,0
10458,심화연기1,H311,,30,,비영역과목,전체학년,,2,0
12058,생명과학실험3,3337,,30,,비영역과목,전체학년,,5,0
12059,생명과학실험3,3337,,30,,비영역과목,전체학년,,5,0
10022,디자인기초드로잉,9127,,30,,비영역과목,전체학년,,3,0
12738,글로벌문화콘텐츠개발1(캡스톤디자인),U1210,,30,,비영역과목,전체학년,,3,0
11708,한중문화콘텐츠개발1(캡스톤디자인),2301,,30,,비영역과목,전체학년,,3,0
12474,게임서버구조,6111,,30,,비영역과목,전체학년,,3,0
12394,메타버스게임개발실습1,6115,,30,,비영역과목,전체학년,,3,0
12568,인공지능수학,6205,,30,,비영역과목,전체학년,,3,0
10870,환경보건데이터마이닝,U527,,30,,비영역과목,전체학년,,3,0
13173,쇼미더머니,ML627,,30,,비영역과목,전체학년,,3,0
13174,기업가정신과혁신,ML627,,30,,비영역과목,전체학년,,3,0
12582,스포츠정책학,G203,,30,,비영역과목,전체학년,,2,0
12654,동남아서비스무역의이해,U519,,30,,비영역과목,전체학년,,3,0
13296,서비스무역실습1,U519,,30,,비영역과목,전체학년,,3,0
10139,근골격계작업치료학및실습(캡스톤디자인),1404,,30,,비영역과목,전체학년,,3,0
11364,2D캐릭터애니메이션,H410,,30,,비영역과목,전체학년,,3,0
12826,빅데이터,6207,,30,,비영역과목,전체학년,,2,0
12848,빅데이터,6207,,30,,비영역과목,전체학년,,2,0
12868,빅데이터,6412,,30,,비영역과목,전체학년,,2,0
12827,스마트융합디자인실무1,6207,,30,,비영역과목,전체학년,,3,0
12849,스마트융합디자인실무1,6205,,30,,비영역과목,전체학년,,3,0
12869,스마트융합디자인실무1,6205,,30,,비영역과목,전체학년,,3,0
10023,디자인미학,9127,,30,,비영역과목,전체학년,,3,0
10336,임상실습준비,,,30,,비영역과목,전체학년,,2,0
10338,환자이해와안전실습,,,30,,비영역과목,전체학년,,1,0
13293,디스플레이를위한AI활용,9120,,30,,비영역과목,전체학년,,3,0
12978,AI·디지털교육과특수교육의실제,7210,,30,,비영역과목,전체학년,,2,0
12517,유아디지털교육,7508,,30,,비영역과목,전체학년,,3,0
12564,자원재활용2.0,9526,,30,,비영역과목,전체학년,,3,0
12766,디스플레이공정장비공학,9528,,30,,비영역과목,전체학년,,3,0
12603,스포츠데이터분석,3209,,30,,비영역과목,전체학년,,2,0
12594,유아스포츠이론및실습,3124,,30,,비영역과목,전체학년,,3,0
12604,전공응용세미나1,G303,,30,,비영역과목,전체학년,,1,0
12621,스트리밍방송제작실습,U106-1,,30,,비영역과목,전체학년,,3,0
12622,엔터테인먼트기획실습1,U106-1,,30,,비영역과목,전체학년,,3,0
12641,전기회로실습,ML104,,30,,비영역과목,전체학년,,3,0
12703,보이스스튜디오1(캡스톤디자인),H405,,30,,비영역과목,전체학년,,2,0
13288,반도체재료공학 [학내가상],학내가상,,30,,비영역과목,전체학년,,3,0
13300,AI영상콘텐츠제작실습,U203,,30,,비영역과목,전체학년,,3,0
10610,공정제어,9120/9547,,30,,비영역과목,전체학년,,3,0
10088,교과교재연구및지도법,3230,,30,,비영역과목,전체학년,,3,0
12660,국제계약론,U513,,30,,비영역과목,전체학년,,3,0
11084,국제금융론,U428,,30,,비영역과목,전체학년,,3,0
12057,국제법,BI203,,30,,비영역과목,전체학년,,3,0
10339,내과학및임상실습,,,30,,비영역과목,전체학년,,8,0
11038,반도체재료,9525,,30,,비영역과목,전체학년,,3,0
10566,부모교육론,7512,,30,,비영역과목,전체학년,,3,0
10567,부모교육론,7512,,30,,비영역과목,전체학년,,3,0
10340,산부인과학및임상실습,,,30,,비영역과목,전체학년,,1,0
10492,상하수도공학,9526,,30,,비영역과목,전체학년,,3,0
11571,성인간호학4임상실습,105-1,,30,,비영역과목,전체학년,,1.5,0
11572,성인간호학4임상실습,117,,30,,비영역과목,전체학년,,1.5,0
10341,외과학및임상실습,,,30,,비영역과목,전체학년,,2,0
11573,응급간호학,101,,30,,비영역과목,전체학년,,2,0
12765,재료상평형,9529,,30,,비영역과목,전체학년,,3,0
11574,정신간호학2,101,,30,,비영역과목,전체학년,,3,0
11575,정신간호학2,201,,30,,비영역과목,전체학년,,3,0
11576,정신간호학2임상실습,105-3,,30,,비영역과목,전체학년,,1.5,0
11577,정신간호학2임상실습,117,,30,,비영역과목,전체학년,,1.5,0
10089,천연물화학,3518,,30,,비영역과목,전체학년,,3,0
11789,투자론,U609,,30,,비영역과목,전체학년,,3,0
12091,하키,X000,,30,,비영역과목,전체학년,,1,0
11834,한국문학개론,BI206,,30,,비영역과목,전체학년,,3,0
13154,한국문학개론,BI206,,30,,비영역과목,전체학년,,3,0
10120,행정사례연구,U402,,30,,비영역과목,전체학년,,3,0
11683,확률과통계,1502,,30,,비영역과목,전체학년,,3,0
10493,환경영향평가,9543,,30,,비영역과목,전체학년,,3,0
10636,회계감사,U501,,30,,비영역과목,전체학년,,3,0
11790,회계학연습,U611,,30,,비영역과목,전체학년,,3,0
12661,국제경영전략,U513,,30,,비영역과목,전체학년,,3,0
11218,서비스론 [학내가상],학내가상,,30,,비영역과목,전체학년,,3,0
10871,환경영향평가,3124,,30,,비영역과목,전체학년,,3,0
12491,전공영어3,H214,,30,,비영역과목,전체학년,,1,0
12492,전공영어3,H214,,30,,비영역과목,전체학년,,1,0
13189,전공영어3,H214,,30,,비영역과목,전체학년,,1,0
11578,성인간호학5,101,,30,,비영역과목,전체학년,,2,0
11579,성인간호학5,201,,30,,비영역과목,전체학년,,2,0
11288,로봇공학,ML106,,30,,비영역과목,전체학년,,3,0
10396,사회복지현장실습2,U408,,30,,비영역과목,전체학년,,3,0
11804,한국건축사,B213,,30,,비영역과목,전체학년,,3,0
10090,해양생물학,3228,,30,,비영역과목,전체학년,,3,0
10342,신경과학및임상실습,,,30,,비영역과목,전체학년,,1,0
13215,집단상담,7411,,30,,비영역과목,전체학년,,3,0
10402,정신건강론,U401-1,,30,,비영역과목,전체학년,,3,0
10778,지역사회영양학,3427/3223,,30,,비영역과목,전체학년,,3,0
12092,댄스스포츠,G103,,30,,비영역과목,전체학년,,1,0
11805,건축설비,B223,,30,,비영역과목,전체학년,,3,0
12078,자동차공학,B124,,30,,비영역과목,전체학년,,3,0
10779,임상영양학,3427,,30,,비영역과목,전체학년,,3,0
11219,관광경영전략론,U305,,30,,비영역과목,전체학년,,3,0
12575,조직범죄론,U324,,30,,비영역과목,전체학년,,3,0
11040,박막재료,9528,,30,,비영역과목,전체학년,,3,0
12386,네트워크프로그래밍,M518,,30,,비영역과목,전체학년,,3,0
13092,네트워크프로그래밍,ML416,,30,,비영역과목,전체학년,,3,0
13303,임베디드소프트웨어,ML518,,30,,비영역과목,전체학년,,3,0
12472,모바일프로그래밍,M518,,30,,비영역과목,전체학년,,3,0
13304,모바일프로그래밍,ML415,,30,,비영역과목,전체학년,,3,0
12404,민사집행법,U421,,30,,비영역과목,전체학년,,3,0
10640,교과교육론,3329,,30,,비영역과목,전체학년,,3,0
10742,교과교육론,M406,,30,,비영역과목,전체학년,,3,0
10873,교과교육론,3236,,30,,비영역과목,전체학년,,3,0
12387,교과교육론,M501,,30,,비영역과목,전체학년,,3,0
12169,통신이론,H205/M419,,30,,비영역과목,전체학년,,3,0
11041,유기발광디스플레이,9525,,30,,비영역과목,전체학년,,3,0
13209,청소년프로그램개발과평가,6414,,30,,비영역과목,전체학년,,3,0
13210,청소년복지,7413,,30,,비영역과목,전체학년,,3,0
13211,청소년육성제도론,7413,,30,,비영역과목,전체학년,,3,0
10923,이동통신공학 [학내가상],학내가상,,30,,비영역과목,전체학년,,3,0
10780,건강기능식품,3502,,30,,비영역과목,전체학년,,3,0
10343,응급의학및임상실습,,,30,,비영역과목,전체학년,,1,0
12576,리더십개발1 [학내가상],학내가상,,30,,비영역과목,전체학년,,3,0
11445,테러정책론,U324,,30,,비영역과목,전체학년,,3,0
10996,유한요소해석입문,B103,,30,,비영역과목,전체학년,,3,0
10997,유한요소해석입문,B103,,30,,비영역과목,전체학년,,3,0
12170,무선회로설계1,H205,,30,,비영역과목,전체학년,,3,0
10588,보건의료정책론,1522,,30,,비영역과목,전체학년,,3,0
12997,줄기세포학,1313,,30,,비영역과목,전체학년,,3,0
10844,만성질환과병태생리학,G305,,30,,비영역과목,전체학년,,3,0
10845,노인운동학,G305,,30,,비영역과목,전체학년,,2,0
11085,경기변동론,U428,,30,,비영역과목,전체학년,,3,0
10509,컨텐츠보안,9429,,30,,비영역과목,전체학년,,3,0
11220,관광사진연구,U210,,30,,비영역과목,전체학년,,3,0
11580,교직실무,105-5,,30,,비영역과목,전체학년,,2,0
10568,학교현장실습,7512,,30,,비영역과목,전체학년,,2,0
11529,학교현장실습,7312,,30,,비영역과목,전체학년,,2,0
11581,학교현장실습,,,30,,비영역과목,전체학년,,2,0
13312,평생교육실습,7509,,30,,비영역과목,전체학년,,3,0
10344,가정의학및임상실습,,,30,,비영역과목,전체학년,,1,0
10345,영상의학및임상실습,,,30,,비영역과목,전체학년,,1,0
13070,갈등관리론,U303,,30,,비영역과목,전체학년,,3,0
10589,보건행정경영실습1(캡스톤디자인),1522,,30,,비영역과목,전체학년,,3,0
11684,고급웹프로그래밍,1504,,30,,비영역과목,전체학년,,3,0
10346,임상수기학실습,,,30,,비영역과목,전체학년,,3,0
10737,혈액은행,1208,,30,,비영역과목,전체학년,,2,0
11221,항공발권실무,U524,,30,,비영역과목,전체학년,,3,0
11399,스마트폰응용프로그래밍,M618,,30,,비영역과목,전체학년,,3,0
12093,스포츠클라이밍,G202,,30,,비영역과목,전체학년,,1,0
12094,여가및레크리에이션,G202,,30,,비영역과목,전체학년,,2,0
10846,비만관리학,G203,,30,,비영역과목,전체학년,,3,0
10143,작업치료행정론 [학내가상],학내가상,,30,,비영역과목,전체학년,,3,0
12077,학교보건학,G302,,30,,비영역과목,전체학년,,2,0
12320,국제분쟁,BI207,,30,,비영역과목,전체학년,,3,0
10641,캡스톤디자인1,3438,,30,,비영역과목,전체학년,,1,0
12490,캡스톤디자인1,M303,,30,,비영역과목,전체학년,,2,0
10347,특과계열임상실습2,,,30,,비영역과목,전체학년,,4,0
10072,바이오의약품학,3234,,30,,비영역과목,전체학년,,3,0
10091,캡스톤디자인,3228,,30,,비영역과목,전체학년,,2,0
12171,졸업논문(캡스톤디자인),M419,,30,,비영역과목,전체학년,,1,0
12095,동작분석장비설계및시뮬레이션2(캡스톤디자인),5303,,30,,비영역과목,전체학년,,2,0
10348,정신건강의학및임상실습,,,30,,비영역과목,전체학년,,1,0
10349,임상수행평가실습,,,30,,비영역과목,전체학년,,2,0
10350,소아청소년과학및임상실습,,,30,,비영역과목,전체학년,,1,0
12402,형법연습(캡스톤디자인),U421,,30,,비영역과목,전체학년,,3,0
12400,법과정의,U309,,30,,비영역과목,전체학년,,3,0
11222,관광기업영업관리,U210,,30,,비영역과목,전체학년,,3,0
10847,PT이론및실습2,G102,,30,,비영역과목,전체학년,,2,0
10738,임상병리학특론1(캡스톤디자인),5501,,30,,비영역과목,전체학년,,2,0
11049,의약공학캡스톤디자인1,3234,,30,,비영역과목,전체학년,,2,0
11806,건축과도시,B211,,30,,비영역과목,전체학년,,3,0
12096,스포츠경영및시설론,G202,,30,,비영역과목,전체학년,,2,0
12097,스포츠영상분석(캡스톤디자인),5303,,30,,비영역과목,전체학년,,2,0
10510,캡스톤디자인3,9428,,30,,비영역과목,전체학년,,2,0
10408,사례관리론(캡스톤디자인),U408,,30,,비영역과목,전체학년,,3,0
11582,여성건강간호학1,101,,30,,비영역과목,전체학년,,3,0
11583,여성건강간호학1,201,,30,,비영역과목,전체학년,,3,0
11586,여성건강간호학1임상실습,105-2,,30,,비영역과목,전체학년,,1.5,0
11587,여성건강간호학1임상실습,117,,30,,비영역과목,전체학년,,1.5,0
10781,영양교육및상담,3223,,30,,비영역과목,전체학년,,3,0
10763,금융보험연구및취업,U414,,30,,비영역과목,전체학년,,3,0
11530,초등미술과교육,7514,,30,,비영역과목,전체학년,,3,0
11531,통합교과지도법,7312,,30,,비영역과목,전체학년,,3,0
11532,초등체육과교육,7514,,30,,비영역과목,전체학년,,3,0
12307,종양간호학,101,,30,,비영역과목,전체학년,,2,0
11446,범죄학세미나(캡스톤디자인),U324,,30,,비영역과목,전체학년,,3,0
11447,범죄수사론세미나(캡스톤디자인),U307,,30,,비영역과목,전체학년,,3,0
11812,건축설계Ⅶ(캡스톤디자인),,,30,,비영역과목,전체학년,,6,0
11814,건축설계Ⅶ(캡스톤디자인),,,30,,비영역과목,전체학년,,6,0
11815,건축설계Ⅶ(캡스톤디자인),,,30,,비영역과목,전체학년,,6,0
13016,한국산업경제론,X018,,30,,비영역과목,전체학년,,3,0
13156,금융IT창업세미나,U413,,30,,비영역과목,전체학년,,3,0
10764,제3보험이론,U414,,30,,비영역과목,전체학년,,3,0
10092,면역병리학,3228,,30,,비영역과목,전체학년,,3,0
12172,무선회로설계실험1(캡스톤디자인),M419/H104,,30,,비영역과목,전체학년,,2,0
11000,졸업작품실습설계2(캡스톤디자인),B124,,30,,비영역과목,전체학년,,2,0
12549,재무관리,U501,,30,,비영역과목,전체학년,,3,0
12550,인터넷마케팅,U505,,30,,비영역과목,전체학년,,3,0
12103,품질관리,U505,,30,,비영역과목,전체학년,,3,0
10495,산업환경공학,9526,,30,,비영역과목,전체학년,,3,0
10874,환경보건연구방법론(캡스톤디자인),3131,,30,,비영역과목,전체학년,,3,0
13307,임베디드소프트웨어,M518,,30,,비영역과목,전체학년,,3,0
12128,한국산업의글로벌기업가정신,BI205,,30,,비영역과목,전체학년,,3,0
10590,보건의료빅데이터분석론,1602,,30,,비영역과목,전체학년,,3,0
12436,산업안전공학,U638,,30,,비영역과목,전체학년,,3,0
12541,산업안전공학,U638,,30,,비영역과목,전체학년,,3,0
12395,CAD/CAM,B103,,30,,비영역과목,전체학년,,3,0
10848,스포츠지도론,G302,,30,,비영역과목,전체학년,,2,0
10926,종합설계(캡스톤디자인),M203,,30,,비영역과목,전체학년,,3,0
10511,사이버테러대응기술,9429,,30,,비영역과목,전체학년,,3,0
11533,사고력이론및프로그램개발 [학내가상],학내가상,,30,,비영역과목,전체학년,,3,0
11589,간호관리학2,101,,30,,비영역과목,전체학년,,2,0
11590,간호관리학2,201,,30,,비영역과목,전체학년,,2,0
12609,종합설계,M102,,30,,비영역과목,전체학년,,3,0
10074,밸리데이션,3234/3329,,30,,비영역과목,전체학년,,3,0
10642,밸리데이션,3232,,30,,비영역과목,전체학년,,3,0
12570,밸리데이션,3234,,30,,비영역과목,전체학년,,3,0
10073,의약품시료전처리,3234,,30,,비영역과목,전체학년,,3,0
10643,의약품시료전처리,3501,,30,,비영역과목,전체학년,,3,0
13032,의약품시료전처리,1305,,30,,비영역과목,전체학년,,3,0
10075,품질보증론,3234,,30,,비영역과목,전체학년,,3,0
10645,품질보증론,3232,,30,,비영역과목,전체학년,,3,0
12779,품질보증론,3234,,30,,비영역과목,전체학년,,3,0
10612,분석보고기법,9120,,30,,비영역과목,전체학년,,3,0
12489,시스템프로그래밍,M319,,30,,비영역과목,전체학년,,3,0
12446,아날로그회로,M303,,30,,비영역과목,전체학년,,3,0
12488,디지털회로,M304,,30,,비영역과목,전체학년,,3,0
12487,반도체제조공정,M304,,30,,비영역과목,전체학년,,3,0
12578,인사관리,U632,,30,,비영역과목,전체학년,,3,0
12554,ERP와세무,U634,,30,,비영역과목,전체학년,,3,0
12546,산업전략경영론,U632,,30,,비영역과목,전체학년,,3,0
11591,간호관리학임상실습,105-1,,30,,비영역과목,전체학년,,1.5,0
11592,간호관리학임상실습,117,,30,,비영역과목,전체학년,,1.5,0
13018,캡스톤디자인1,X018,,30,,비영역과목,전체학년,,3,0
10496,캡스톤디자인2,9118,,30,,비영역과목,전체학년,,2,0
10782,식품영양캡스톤디자인1,3223,,30,,비영역과목,전체학년,,2,0
10569,아동관찰및행동연구,7512,,30,,비영역과목,전체학년,,3,0
10570,아동안전관리및교육,7512,,30,,비영역과목,전체학년,,3,0
11835,언어교수이론,BI101,,30,,비영역과목,전체학년,,3,0
13159,언어교수이론,BI207,,30,,비영역과목,전체학년,,3,0
11836,대조언어학,BI207,,30,,비영역과목,전체학년,,3,0
13176,대조언어학,BI207,,30,,비영역과목,전체학년,,3,0
11837,한국어교육실습,BI208,,30,,비영역과목,전체학년,,3,0
13178,한국어교육실습,BI208,,30,,비영역과목,전체학년,,3,0
11400,빅데이터이해,M618,,30,,비영역과목,전체학년,,3,0
10613,종합설계1(캡스톤디자인),9545,,30,,비영역과목,전체학년,,2,0
12756,종합설계1(캡스톤디자인),9545,,30,,비영역과목,전체학년,,2,0
11042,신소재응용종합설계,9534,,30,,비영역과목,전체학년,,3,0
10512,취약점분석기술,9428,,30,,비영역과목,전체학년,,3,0
10614,화합물분석계획,9120,,30,,비영역과목,전체학년,,3,0
10615,화합물구조분석,9547,,30,,비영역과목,전체학년,,3,0
10616,화합물특성분석,9120,,30,,비영역과목,전체학년,,3,0
12990,바이오의약품,1313,,30,,비영역과목,전체학년,,3,0
10145,감각재활현장실습,X016,,30,,비영역과목,전체학년,,3,0
10940,컴퓨터네트워크 [학내가상],학내가상,,30,,비영역과목,전체학년,,3,0
12452,수소에너지,ML525/ML514,,30,,비영역과목,전체학년,,3,0
12999,딥러닝,ML415,,30,,비영역과목,전체학년,,3,0
12695,웹프로그래밍,ML313,,30,,비영역과목,전체학년,,3,0
12643,기업가정신,9429,,30,,비영역과목,전체학년,,3,0
12459,대중문화워크숍,ML326,,30,,비영역과목,전체학년,,3,0
13064,중국사회문제연구,2304/2208,,30,,비영역과목,전체학년,,3,0
11770,뮤지컬의이해,U205,,30,,비영역과목,전체학년,,3,0
11663,브로드웨이와웨스트앤드,ML425,,30,,비영역과목,전체학년,,3,0
11674,비즈니스영어,ML419,,30,,비영역과목,전체학년,,3,0
12516,세법개론,U507,,30,,비영역과목,전체학년,,3,0
11791,고급회계,U611,,30,,비영역과목,전체학년,,3,0
12614,증권시장론,U507,,30,,비영역과목,전체학년,,3,0
11417,의용센서공학,ML616,,30,,비영역과목,전체학년,,3,0
13172,FTA와원산지관리,U519,,30,,비영역과목,전체학년,,3,0
12098,건강운동관리사특강론2,G202,,30,,비영역과목,전체학년,,2,0
12099,운동제어실습(캡스톤디자인),G202,,30,,비영역과목,전체학년,,1,0
12545,금융공학,U632,,30,,비영역과목,전체학년,,3,0
12439,품질경영시스템,U638,,30,,비영역과목,전체학년,,3,0
12513,품질경영시스템,U638,,30,,비영역과목,전체학년,,3,0
11593,복합적건강문제와간호,201,,30,,비영역과목,전체학년,,2,0
11401,알고리즘응용,M619,,30,,비영역과목,전체학년,,3,0
11534,중도·중복장애학생교육,7514,,30,,비영역과목,전체학년,,3,0
10571,유아창의성발달과교육,7512,,30,,비영역과목,전체학년,,3,0
10572,영유아보육프로그램개발과평가,7512,,30,,비영역과목,전체학년,,3,0
11402,딥러닝이해,M618,,30,,비영역과목,전체학년,,3,0
12175,전력전자및실습(캡스톤디자인),M406/M419,,30,,비영역과목,전체학년,,3,0
12176,전력전자및실습(캡스톤디자인),M406/M419,,30,,비영역과목,전체학년,,3,0
11712,중국경제세미나,2208,,30,,비영역과목,전체학년,,3,0
13083,조직리더십(ROTC),205,,30,,비영역과목,전체학년,,2,0
10409,사회복지법제와실천,U406,,30,,비영역과목,전체학년,,3,0
10875,직무집중교육1,3236,,30,,비영역과목,전체학년,,1,0
11838,한국어어문규범,BI101,,30,,비영역과목,전체학년,,3,0
10591,보건의료정보관리학실무,6111,,30,,비영역과목,전체학년,,2,0
10592,의무기록정보질향상실무(CDI),1522,,30,,비영역과목,전체학년,,2,0
11405,전지공학,ML515,,30,,비영역과목,전체학년,,3,0
12750,유기나노재료,ML514/ML515,,30,,비영역과목,전체학년,,3,0
13038,의료생명연구(캡스톤디자인),1313,,30,,비영역과목,전체학년,,2,0
12828,비즈니스애널리틱스,U1208,,30,,비영역과목,전체학년,,3,0
13019,핀테크개론및설계,U410,,30,,비영역과목,전체학년,,3,0
10024,디자인과비즈니스,9127,,30,,비영역과목,전체학년,,3,0
10739,최신진단세포학,1208,,30,,비영역과목,전체학년,,3,0
12955,EPBA5(인턴십),X016,,30,,비영역과목,전체학년,,12,0
12960,EPBA5(인턴십),X016,,30,,비영역과목,전체학년,,12,0
11406,에너지기술분석,ML525,,30,,비영역과목,전체학년,,3,0
12961,디자인경영EPBL(캡스톤디자인),U229,,30,,비영역과목,전체학년,,3,0
12963,데이터기반UX디자인,1614,,30,,비영역과목,전체학년,,3,0
10459,연극영화교육프로그램개발,H512,,30,,비영역과목,전체학년,,2,0
10849,하지손상평가,G305,,30,,비영역과목,전체학년,,2,0
11685,산학캡스톤디자인,1620,,30,,비영역과목,전체학년,,3,0
12388,산학캡스톤디자인,M503,,30,,비영역과목,전체학년,,3,0
12697,산학캡스톤디자인,ML313,,30,,비영역과목,전체학년,,3,0
12968,산학캡스톤디자인,ML416,,30,,비영역과목,전체학년,,3,0
12752,스마트에너지종합설계1,ML513,,30,,비영역과목,전체학년,,3,0
10543,통신시스템설계(캡스톤디자인),M103,,30,,비영역과목,전체학년,,3,0
10850,인공지능바이오피드백,U527,,30,,비영역과목,전체학년,,3,0
12389,패턴인식,M518,,30,,비영역과목,전체학년,,3,0
10851,스포츠의학세미나1(캡스톤디자인),G305,,30,,비영역과목,전체학년,,3,0
10514,웹서비스보안,9425,,30,,비영역과목,전체학년,,3,0
10515,전공영어응용,9429,,30,,비영역과목,전체학년,,2,0
10516,전공영어응용,9443,,30,,비영역과목,전체학년,,2,0
12556,법인세회계1,U634,,30,,비영역과목,전체학년,,3,0
10263,사회복지법제와실천,6403,,30,,비영역과목,전체학년,,3,0
10260,빈곤론,6403,,30,,비영역과목,전체학년,,3,0
11691,영미언어이론,ML425,,30,,비영역과목,전체학년,,3,0
11771,소셜미디어광고실습,U203,,30,,비영역과목,전체학년,,3,0
10460,공연평론과실제,U201,,30,,비영역과목,전체학년,,2,0
10461,졸업공연프로젝트(캡스톤디자인),H311,,30,,비영역과목,전체학년,,2,0
10462,졸업영화프로젝트1(캡스톤디자인),H324,,30,,비영역과목,전체학년,,2,0
10463,현대영화이론과뉴미디어,H512,,30,,비영역과목,전체학년,,2,0
11688,의료IT응용PBL(캡스톤디자인),1620,,30,,비영역과목,전체학년,,2,0
13335,스마트제품디자인,,,30,,비영역과목,전체학년,,3,0
13332,XR인터페이스,,,30,,비영역과목,전체학년,,3,0
13333,컴퓨터비전및응용,,,30,,비영역과목,전체학년,,3,0
13334,UX디자인,,,30,,비영역과목,전체학년,,3,0
13313,모빌리티CAE,,,30,,비영역과목,전체학년,,3,0
13314,모빌리티캡스톤디자인1,,,30,,비영역과목,전체학년,,3,0
13338,모빌리티캡스톤디자인1,,,30,,비영역과목,전체학년,,3,0
13341,모빌리티캡스톤디자인1,,,30,,비영역과목,전체학년,,3,0
13317,센서공학,,,30,,비영역과목,전체학년,,3,0
13318,지능형제어공학,,,30,,비영역과목,전체학년,,3,0
13319,자동차제조공학,,,30,,비영역과목,전체학년,,3,0
13322,첨단센서융합캡스톤디자인1,,,30,,비영역과목,전체학년,,3,0
13323,아날로그센서회로,,,30,,비영역과목,전체학년,,3,0
13325,디스플레이소자및공정실습,,,30,,비영역과목,전체학년,,3,0
13326,반도체소자및공정실습,,,30,,비영역과목,전체학년,,3,0
13327,열유체공학개론,,,30,,비영역과목,전체학년,,3,0
13328,광전자공학,,,30,,비영역과목,전체학년,,3,0
13329,자율주행시뮬레이션응용,,,30,,비영역과목,전체학년,,3,0
13330,자율주행통신시스템,,,30,,비영역과목,전체학년,,3,0
13331,이동로봇운행시스템,,,30,,비영역과목,전체학년,,3,0
